name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Syntrophobacterales	213462	order	4268939	16	0	0.0
Syntrophobacteraceae	213465	family	4177917	15	0	0.0
Syntrophaceae	213468	family	4329621	7	0	0.0
Bdellovibrionales	213481	order	3359107	23	0	0.0
Bdellovibrionaceae	213483	family	3359107	8	0	0.0
Micavibrio	213485	genus	2470296	17	0	0.0
Halomonas campaniensis	213554	species	4074048	362	132	0.0
Methanosarcina mazei S-6	213585	leaf	4142816	35	5	0.0
Microcystis viridis NIES-102	213615	leaf	5874197	248	23	1.77228e-05
Campylobacterales	213849	order	2095847	74	0	0.0
Staphylococcus nepalensis	214473	species	8891204	337	6	7.45361e-06
Leptospira interrogans serovar Manilae	214675	leaf	9334759	106	0	0.0
Alistipes finegoldii	214856	species	3734239	20	0	0.0
Entomoplasma luminosum	214888	species	1031560	66	47	0.0
Histophilus	214906	genus	2138367	1	0	0.0
Staphylococcus virus 3a	215167	species	43095	1	0	0.0
Entomoplasma somnilux	215578	species	868413	69	54	0.0
Treponema caldarium	215591	species	3239340	4	0	0.0
Erwinia sp. Ejp617	215689	species	3957675	278	47	0.0
Roseovarius mucosus	215743	species	4381426	2105	594	9.88652e-38
Dinoroseobacter shibae	215813	species	4417868	49	0	0.0
Pseudomonas rhizosphaerae	216142	species	4688635	581	347	0.0
Dehalococcoides mccartyi BAV1	216389	leaf	1341892	8	3	0.0
Mesoplasma chauliocola	216427	species	854780	69	41	0.0
Croceibacter	216431	genus	2952962	2	0	0.0
Croceibacter atlanticus HTCC2559	216432	leaf	2952962	348	243	0.0
Polaromonas naphthalenivorans	216465	species	5366143	180	0	0.0
Oscillospiraceae	216572	family	4470622	12	0	0.0
Burkholderia cenocepacia J2315	216591	leaf	8055782	213	34	0.0
Escherichia coli 042	216592	leaf	10145183	7	0	0.0
Mycobacterium marinum M	216594	leaf	6660144	136	37	0.0
Pseudomonas fluorescens SBW25	216595	leaf	6722539	379	165	0.0
Rhizobium leguminosarum bv. viciae 3841	216596	leaf	7751309	480	143	0.0
Stenotrophomonas rhizophila	216778	species	4198652	705	313	0.0
Bifidobacterium longum	216816	species	4075024	1362	631	0.00613788
Faecalibacterium	216851	genus	3102523	33	0	0.0
Vibrio vulnificus CMCP6	216895	leaf	5126696	80	10	0.0
Mycolicibacterium psychrotolerans	216929	species	5732362	673	406	0.0
Spiroplasma alleghenense	216931	species	1336077	57	46	0.0
Spiroplasma corruscae	216934	species	1204639	99	73	0.0
Spiroplasma helicoides	216938	species	1326546	83	59	0.0
Spiroplasma litorale	216942	species	1225519	96	70	0.0
Spiroplasma turonicum	216946	species	2522749	137	0	0.0
Spiroplasma sp. TIUS-1	216963	species	811521	45	35	0.0
Spiroplasma sp. BIUS-1	216964	species	915326	54	36	0.0
Clostridium carboxidivorans	217159	species	5752782	1	0	0.0
Achromobacter spanius	217203	species	25860843	5712	2090	0.0
Achromobacter insolitus	217204	species	26287108	5339	522	1.0155e-05
Desulfatibacillum	218207	genus	0	1	0	0.0
Desulfatibacillum aliphaticivorans	218208	species	6517073	476	336	1.0166e-05
Bacillus vietnamensis	218284	species	4597807	112	82	0.0
Pectobacterium atrosepticum SCRI1043	218491	leaf	5064019	129	14	0.0
Salmonella bongori NCTC 12419	218493	leaf	4460105	110	3	0.0
Streptococcus uberis 0140J	218495	leaf	1852352	94	16	0.0
Tropheryma whipplei TW08/27	218496	leaf	925938	84	43	0.0
Fibrobacterales	218872	order	7685639	3	0	0.0
Ottowia	219181	genus	0	41	0	0.0
Pseudomonas antarctica	219572	species	6607040	462	183	0.0
Gemmatimonadetes	219685	class	4636964	20	0	0.0
Gemmatimonadales	219686	order	4636964	51	0	0.0
Gemmatimonadaceae	219687	family	4636964	22	0	0.0
Mesoplasma tabanidae	219745	species	846907	60	30	0.0
Sulfurospirillum sp. JPD-1	220622	species	2814086	211	106	4.7733e-05
Pseudomonas protegens Pf-5	220664	leaf	7074893	81	0	0.0
Lactobacillus plantarum WCFS1	220668	leaf	3348624	4	1	0.0
Thalassospira xiamenensis	220697	species	4768950	19	0	0.0
Mycobacterium saskatchewanense	220927	species	6008916	634	358	0.0
Treponema putidum	221027	species	2800562	118	76	0.0
Kordia	221065	genus	0	3	0	0.0
Oceanobacillus iheyensis HTE831	221109	leaf	3630528	142	106	0.0
Pennisetum mosaic virus	221262	species	9611	2	2	0.0
Phaeobacter inhibens	221822	species	4194026	6057	1092	0.0
[Mannheimia] succiniciproducens MBEL55E	221988	leaf	2314078	172	120	0.0
Helicobacter sp. MIT 01-6242	222136	species	1594790	86	63	0.0
Bacillus cereus ATCC 10987	222523	leaf	5432652	54	17	0.0
Mycobacterium chimaera	222805	species	56292304	789	96	0.0
Neorickettsia sennetsu str. Miyayama	222891	leaf	859006	46	15	0.0
Pseudomonas syringae pv. tomato str. DC3000	223283	leaf	6538260	318	0	0.0
Tomato leaf curl Laos virus	223345	species	2748	2	0	0.0
Clostridium diolis	223919	species	5940808	306	50	0.0
Vibrio parahaemolyticus RIMD 2210633	223926	leaf	5165770	15	3	0.0
Methylorubrum populi	223967	species	5848997	2030	575	9.47369e-23
Hydrogenothermaceae	224027	family	1812421	2	0	0.0
Aquifex aeolicus VF5	224324	leaf	1590791	48	40	0.0
Archaeoglobus fulgidus DSM 4304	224325	leaf	2178400	23	1	0.0
Borreliella burgdorferi B31	224326	leaf	1521208	8	1	0.0
Alcanivoracaceae	224372	family	4072264	46	0	0.0
Hahellaceae	224379	family	7215267	14	0	0.0
Adoxophyes honmai nucleopolyhedrovirus	224399	species	113220	6	3	0.0
Kofleriaceae	224464	family	9446314	13	0	0.0
Nautiliaceae	224467	family	1681165	5	0	0.0
Methanobrevibacter sp. AbM4	224719	species	1998189	57	46	0.0
Salmonella enterica subsp. enterica serovar Java	224729	leaf	4756780	1	0	0.0
Methanomicrobia	224756	class	3596195	18	0	0.0
Bradyrhizobium diazoefficiens USDA 110	224911	leaf	18211892	866	0	0.0
Brucella melitensis bv. 1 str. 16M	224914	leaf	6589706	1	0	0.0
Buchnera aphidicola str. Bp (Baizongia pistaciae)	224915	leaf	618379	66	45	0.0
Acidithiobacillales	225057	order	3119226	54	0	0.0
Acidithiobacillaceae	225058	family	3119226	40	0	0.0
Oceanisphaera	225143	genus	0	6	0	0.0
Geobacter bemidjiensis	225194	species	4615150	16	0	0.0
Corynebacterium halotolerans	225326	species	3222008	9	0	0.0
Wolbachia endosymbiont of Drosophila simulans wAu	225364	leaf	1268461	39	3	0.0
Streptomyces virus phiBT1	225588	species	41831	2	0	0.0
Formosa	225842	genus	0	4	0	0.0
Shewanella psychrophila	225848	species	6353406	222	136	0.0
Shewanella piezotolerans WP3	225849	leaf	5396476	258	189	0.0
Comamonas kerstersii	225992	species	3547915	3711	2314	0.000185552
Mesoplasma syrphidae	225999	species	908214	70	50	0.0
Enterococcus faecalis V583	226185	leaf	3359974	3	0	0.0
Bacteroides thetaiotaomicron VPI-5482	226186	leaf	6293399	784	297	0.00113227
Rickettsia heilongjiangensis	226665	species	1278471	11	0	0.0
Bacillus cereus ATCC 14579	226900	leaf	10858460	16	0	0.0
Thermodesulfobiaceae	227387	family	1898865	4	0	0.0
Thermodesulfobium	227388	genus	1898865	7	0	0.0
Aeromonas virus Aeh1	227470	species	233234	11	4	0.0
Methylocella tundrae	227605	species	4422463	573	371	7.51668e-24
Pannonibacter	227873	genus	5530656	45	0	0.0
Streptomyces avermitilis MA-4680 = NBRC 14893	227882	leaf	9119895	644	367	0.0
Yersinia virus L413C	227940	species	30728	1	0	0.0
Chlamydia caviae GPIC	227941	leaf	1181356	47	35	0.0
Lactobacillus gastricus	227942	species	1905155	51	42	0.0
Streptacidiphilus	228398	genus	0	8	0	0.0
Actinobacillus pleuropneumoniae serovar 1 str. 4074	228399	leaf	2318649	32	0	0.0
Histophilus somni 2336	228400	leaf	2263857	25	6	0.0
Hyphomonas neptunium ATCC 15444	228405	leaf	3705021	778	585	1.7888e-05
Nitrosomonas europaea ATCC 19718	228410	leaf	2812094	410	292	0.0
Bacillus asahii	228899	species	4887494	161	115	0.0
Borrelia turcica	229155	species	1283624	2	0	0.0
Halobiforma lacisalsi	229731	species	4381543	7	0	0.0
Photorhabdus thracensis	230089	species	5147098	244	123	8.15358e-69
Methanobrevibacter millerae	230361	species	2543538	89	80	0.0
Reinekea	230494	genus	0	14	0	0.0
Streptococcus virus C1	230871	species	16687	1	1	0.0
Pseudomonas putida ND6	231023	leaf	6304310	141	4	0.0
Dyella	231454	genus	4831185	103	0	0.0
Dyella japonica	231455	species	4831185	59	0	0.0
Saccharospirillum	231683	genus	0	8	0	0.0
Belliella	232244	genus	4196595	6	0	0.0
Belliella baltica	232259	species	4196595	8	0	0.0
Synechococcus sp. CB0101	232348	species	2789647	12690	10363	0.00168385
Candidatus Rhodoluna limnophila	232537	species	4185049	8047	559	0.000308572
Acidovorax sp. JS42	232721	species	4585154	3899	697	0
Desulfitobacterium dichloroeliminans	233055	species	3624449	2	0	0.0
Candidatus Kinetoplastibacterium blastocrithidii	233181	species	820033	7	0	0.0
Caldilinea	233191	genus	5144873	3	0	0.0
Alteromonas stellipolaris	233316	species	4686200	637	65	0.0
[Haemophilus] ducreyi 35000HP	233412	leaf	1698955	35	0	0.0
Aeromonas virus 25	233894	species	161475	4	1	0.0
Candidatus Solibacter usitatus Ellin6076	234267	leaf	9965640	821	641	0.0
Streptomyces sp. TN58	234612	species	7585034	639	332	0.0
Rhodococcus erythropolis PR4	234621	leaf	6895538	136	21	0.0
Anaplasma marginale str. St. Maries	234826	leaf	1197687	19	1	0.0
Candidatus Midichloria mitochondrii	234827	species	1183732	2	0	0.0
Pseudoalteromonas sp. SM9913	234831	species	4037671	243	37	1.66645e-05
Lactobacillus virus phiJL1	235201	species	36674	1	1	0.0
Helicobacter hepaticus ATCC 51449	235279	leaf	1799146	84	67	0.0
Arsenophonus endosymbiont of Aleurodicus dispersus	235559	species	663125	85	56	0.0
Candidatus Portiera	235572	genus	709276	1	0	0.0
Salinibacterium	235888	genus	0	26	0	0.0
Nautiliales	235899	order	1681165	2	0	0.0
Geobacillus kaustophilus HTA426	235909	leaf	3592666	53	3	0.0
Fastidiosipila sanguinis	236753	species	1785891	97	66	0.0
Cloacibacterium normanense	237258	species	2759562	4726	4586	0.00370684
Pseudomonas alkylphenolica	237609	species	11376632	1172	326	0.0
Pseudomonas psychrotolerans	237610	species	10750344	1914	646	0.0
Diaphorobacter	238749	genus	0	9	0	0.0
Pseudorhodobacter	238783	genus	0	4	0	0.0
Rickettsia asiatica	238800	species	1419085	73	34	0.0
Clostridium estertheticum	238834	species	4785613	1	0	0.0
Shewanella donghaensis	238836	species	4912773	240	148	0.0
Synechococcus phage S-PM2	238854	species	196280	967	806	0.0
Carajas virus	239239	leaf	11135	1	1	0.0
Alistipes	239759	genus	6933543	66	0	0.0
Akkermansia	239934	genus	2664102	18	0	0.0
Akkermansia muciniphila	239935	species	2664102	1859	583	0.000969873
Acidobacterium capsulatum ATCC 51196	240015	leaf	4127356	427	292	0.0
Trichormus variabilis ATCC 29413	240292	leaf	7105752	246	5	0.0
Squirrelpox virus	240426	species	148803	12	10	0.0
Lactobacillus paracollinoides	240427	species	10733574	231	17	0.0
Pseudonocardia dioxanivorans	240495	species	7303989	42	0	0.0
Rhizobium daejeonense	240521	species	5144152	573	253	0.0
Rummeliibacillus stabekisii	241244	species	3420739	103	78	0.0
Desulfovibrio ferrophilus	241368	species	3720107	243	167	0.0
Crinalium epipsammum	241425	species	5620407	7	0	0.0
Neisseria gonorrhoeae FA 1090	242231	leaf	2153922	5	2	0.0
Burkholderia virus Bcep22	242527	species	63882	4	1	0.0
Ichthyobacterium seriolicida	242600	species	1921407	148	123	0.0
Luteibacter	242605	genus	4765486	56	0	0.0
Luteibacter rhizovicinus	242606	species	4765486	53	0	0.0
Porphyromonas gingivalis W83	242619	leaf	2343476	20	2	0.0
Burkholderia phage BcepNazgul	242861	leaf	57455	1	1	0.0
Rhodopirellula baltica SH 1	243090	leaf	7145576	486	378	0.0
Acidithiobacillus ferrooxidans ATCC 23270	243159	leaf	2982397	369	6	0.0
Burkholderia mallei ATCC 23344	243160	leaf	5835527	3	0	0.0
Dehalococcoides mccartyi 195	243164	leaf	1469720	36	13	0.0
Deinococcus radiodurans R1	243230	leaf	6628921	766	178	0.0
Geobacter sulfurreducens PCA	243231	leaf	3814128	518	50	5.63802e-05
Methanocaldococcus jannaschii DSM 2661	243232	leaf	1739927	73	55	0.0
Methylococcus capsulatus str. Bath	243233	leaf	3304561	858	570	4.01647e-05
Mycobacterium avium 104	243243	leaf	5475491	78	29	0.0
Photorhabdus laumondii subsp. laumondii TTO1	243265	leaf	5688987	188	0	0.0
Mycoplasma arthritidis 158L3-1	243272	leaf	820453	41	0	0.0
Mycoplasma genitalium G37	243273	leaf	580076	18	0	0.0
Thermotoga maritima MSB8	243274	leaf	7469591	65	3	0.0
Treponema denticola ATCC 35405	243275	leaf	2843201	85	43	0.0
Treponema pallidum subsp. pallidum str. Nichols	243276	leaf	1138011	19	0	0.0
Chromobacterium violaceum ATCC 12472	243365	leaf	4751080	905	54	0
endosymbiont 'TC1' of Trimyema compressum	243899	species	1622248	107	81	0.0
Burkholderia virus Bcep1	244310	species	48177	3	1	0.0
Klebsiella variicola	244366	species	5458505	1172	153	3.42314e-05
Pseudomonas lurida	244566	species	12353858	819	193	0.0
Bradyrhizobium betae	244734	species	7419402	917	339	0.0
Nautilia profundicola	244787	species	1676444	3	0	0.0
Yoonia vestfoldensis	245188	species	3987360	2345	1594	0.0
Escherichia virus TLS	245685	species	49902	1	0	0.0
Nitratireductor	245876	genus	0	26	0	0.0
Carboxydothermus hydrogenoformans Z-2901	246194	leaf	2401520	102	75	0.0
Dichelobacter nodosus VCS1703A	246195	leaf	1389350	196	154	0.0
Mycolicibacterium smegmatis MC2 155	246196	leaf	20964686	96	0	0.0
Myxococcus xanthus DK 1622	246197	leaf	9139763	403	126	0.0
Prevotella intermedia 17	246198	leaf	2699437	50	0	0.0
Ruegeria pomeroyi DSS-3	246200	leaf	4601048	3114	2013	3.12622e-05
Streptococcus mitis NCTC 12261	246201	leaf	1868883	43	0	0.0
Wolbachia endosymbiont of Cimex lectularius	246273	species	1250060	57	32	0.0
Staphylococcus equorum	246432	species	8544915	333	60	0.0
Bacteroides cellulosilyticus	246787	species	7084828	2119	1915	0.0063469
Grimontia	246861	genus	0	12	0	0.0
Cryomorphaceae	246874	family	4000057	8	0	0.0
Algoriphagus	246875	genus	0	4	0	0.0
Thermococcus sp. AM4	246969	species	2086428	32	22	0.0
Nocardia farcinica IFM 10152	247156	leaf	6292344	774	462	0.0
Serinicoccus marinus	247333	species	3420275	23	0	0.0
Candidatus Cardinium hertigii	247481	species	1193042	35	26	0.0
Pseudoalteromonas aliena	247523	species	4594697	235	117	0.0
Cupriavidus pinatubonensis	248026	species	7255290	90	0	0.0
Veillonella rodentium	248315	species	2041290	95	66	3.26145e-05
Paenibacillus xylanilyticus	248903	species	6447596	156	100	1.02796e-05
Neodiprion lecontei nucleopolyhedrovirus	249151	species	81755	7	7	0.0
Haemophilus pittmaniae	249188	species	2181355	200	119	0.0
Lactobacillus delbrueckii subsp. indicus	249265	subspecies	2021861	23	15	0.0
Cardinium endosymbiont of Encarsia pergandiella	249402	species	944930	3	0	0.0
Caldanaerobacter	249529	genus	2689445	1	0	0.0
Gloeobacter violaceus PCC 7421	251221	leaf	4659019	617	427	0.0
Chroococcidiopsis thermalis PCC 7203	251229	leaf	6689401	383	309	0.000237707
Candidatus Blochmannia vafer	251535	species	722585	1	0	0.0
Pseudomonas syringae group genomosp. 3	251701	species	8684122	503	7	0.0
Phaeocystis globosa virus	251749	species	459984	40	40	0.0
Oceanicola	252301	genus	0	8	0	0.0
Robiginitalea	252306	genus	3530383	4	0	0.0
Robiginitalea biformata	252307	species	3530383	17	0	0.0
Maribacter	252356	genus	0	13	0	0.0
Microbulbifer thermotolerans	252514	species	3938396	560	347	5.093e-05
Mahella	252965	genus	3135972	1	0	0.0
Mahella australiensis	252966	species	3135972	2	0	0.0
Spirochaeta perfilievii	252967	species	3700583	142	110	0.0
Paraburkholderia phenoliruptrix	252970	species	7651131	74	0	0.0
Natronolimnobius	253106	genus	0	4	0	0.0
Pseudomonas sp. phDV1	253237	species	4727682	679	105	8.637e-05
Ethanoligenens	253238	genus	6018091	4	0	0.0
Ethanoligenens harbinense	253239	species	6018091	507	1	0.0
Owenweeksia hongkongensis	253245	species	4000057	11	0	0.0
Paenibacillus antarcticus	253703	species	5415779	144	104	0.0
Aquicella	254245	genus	0	13	0	0.0
Aquicella lusitana	254246	species	2624892	225	155	5.17013e-05
Aquicella siphonis	254247	species	2833188	252	159	0
Isoptericola	254250	genus	3567356	30	0	0.0
Ehrlichia ruminantium str. Welgevonden	254945	leaf	3029332	207	0	0.0
Burkholderia virus phi1026b	255131	species	54865	3	0	0.0
Fictibacillus arsenicus	255247	species	4055461	155	118	0.0
Leuconostoc garlicum	255248	species	1715191	91	9	7.76734e-05
Klebsiella phage phiKO2	255431	species	51601	2	2	0.0
Dehalococcoides mccartyi CBDB1	255470	leaf	1395502	1	0	0.0
Parvularculaceae	255474	family	2902643	3	0	0.0
Aurantimonadaceae	255475	family	5693067	18	0	0.0
Arcobacter cibarius	255507	species	2343493	656	407	0.000706079
Halothiobacillaceae	255526	family	2582886	21	0	0.0
Saccharospirillaceae	255527	family	6475959	18	0	0.0
Buchnera aphidicola (Chaitophorus populeti)	255719	leaf	614349	85	63	0.0
Chlorobaculum	256319	genus	2222097	33	0	0.0
Parvibaculum	256616	genus	3914745	20	0	0.0
Parvibaculum lavamentivorans	256618	species	3914745	40	0	0.0
Glutamicibacter arilaitensis	256701	species	3918192	16	0	0.0
Lymphocystis disease virus - isolate China	256729	species	186250	11	10	0.0
Corynebacterium diphtheriae NCTC 13129	257309	leaf	2488635	13	0	0.0
Bordetella bronchiseptica RB50	257310	leaf	5339179	46	0	0.0
Lactobacillus johnsonii NCC 533	257314	leaf	1992676	50	12	0.0
Rickettsia typhi str. Wilmington	257363	leaf	1111496	75	0	0.0
Gluconobacter thailandicus	257438	species	3649313	203	59	0.0
Roseomonas gilardii	257708	species	5412463	1184	545	0.0
Kerstersia	257820	genus	0	30	0	0.0
Corynebacterium resistens	258224	species	2601311	4	0	0.0
Rhodopseudomonas palustris CGA009	258594	leaf	5467640	929	153	0.0
Psychrobacter arcticus 273-4	259536	leaf	2650701	253	130	0.0
Dechloromonas aromatica	259537	species	4501104	83	0	0.0
Methanococcoides burtonii DSM 6242	259564	leaf	2575032	45	37	0.0
Aeromonas virus 65	260149	species	235229	8	7	0.0
Shewanella marisflavi	260364	species	8664944	646	131	0.0
Salmonella enterica subsp. enterica serovar Aberdeen	260367	leaf	4644636	1	1	0.0
Vibrio phage VP2	260372	leaf	39853	3	0	0.0
Burkholderia virus Bcep43	260373	species	48024	2	2	0.0
Microbulbifer agarilyticus	260552	species	4255625	532	338	0.0
Bacillus halotolerans	260554	species	8298703	251	114	0.0
Salmonella enterica subsp. enterica serovar Goldcoast	260678	leaf	14528970	16	0	0.0
Campylobacter insulaenigrae	260714	species	1465081	265	9	0.0
Heliothis virescens ascovirus 3e	260797	leaf	186262	2	0	0.0
Psychrobacter alimentarius	261164	species	3349444	254	114	0.0
Nitrosomonas sp. Is79A3	261292	species	3783444	452	300	1.75524e-05
Paraburkholderia phytofirmans	261302	species	8214658	53	0	0.0
Buchnera aphidicola (Cinara tujafilina)	261317	leaf	444925	67	42	0.0
Mycobacterium liflandii	261524	species	6399543	5	0	0.0
Bacillus anthracis str. Vollum	261591	leaf	5506189	1	0	0.0
Vibrio virus VP882	261726	species	38197	3	3	0.0
Agarivorans	261825	genus	0	7	0	0.0
Algibacter	261827	genus	0	10	0	0.0
Ostreid herpesvirus 1	261939	species	207439	8	8	0.0
Kangiella	261963	genus	2852073	36	0	0.0
Kangiella koreensis	261964	species	2852073	4	0	0.0
Clostridium virus phiC2	262071	species	56538	1	0	0.0
Orgyia pseudotsugata multiple nucleopolyhedrovirus	262177	species	131995	2	2	0.0
Janibacter melonis	262209	species	3481073	770	441	0.0
Mycobacterium avium subsp. paratuberculosis K-10	262316	leaf	4829781	9	0	0.0
Lysobacter gummosus	262324	species	6056618	1007	482	0.0
Thermobaculum	262406	genus	3101581	1	0	0.0
Exiguobacterium sibiricum 255-15	262543	leaf	3040786	86	62	0.0
Mycoplasma hyopneumoniae J	262719	leaf	897405	5	1	0.0
Mycoplasma hyopneumoniae 7448	262722	leaf	920079	11	1	0.0
Mycoplasma synoviae 53	262723	leaf	799476	36	4	0.0
Thermus thermophilus HB27	262724	leaf	2127482	68	7	0.0
Haemophilus influenzae R2846	262727	leaf	1819370	5	0	0.0
Haemophilus influenzae R2866	262728	leaf	1932306	16	0	0.0
Singapore grouper iridovirus	262968	species	140131	1	1	0.0
Verrucosispora maris AB-18-032	263358	leaf	6732271	759	484	0.0
Salipiger	263377	genus	0	17	0	0.0
Yersinia aleksiciae	263819	species	4000307	178	96	0.0
Picrophilus torridus DSM 9790	263820	leaf	1545895	42	34	0.0
Cupriavidus pinatubonensis JMP134	264198	leaf	7255290	1733	868	0.0
Streptococcus thermophilus LMG 18311	264199	leaf	1796846	12	4	0.0
Chlamydia felis Fe/C-56	264202	leaf	1173791	33	21	0.0
Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	264203	leaf	6313036	5	0	0.0
Streptomyces hygroscopicus subsp. limoneus	264445	subspecies	10537932	647	130	0.0
Pseudomonas syringae pv. cerasicola	264451	leaf	6332753	305	25	0.0
Bdellovibrio bacteriovorus HD100	264462	leaf	3782950	204	18	0.0
Acholeplasma hippikon	264636	species	1465667	113	81	2.28198e-21
Trichormus	264688	genus	6562636	1	0	0.0
Trichormus variabilis	264691	species	7100882	24	0	0.0
Bacillus muralis	264697	species	5007018	103	74	0.0
Burkholderia virus BcepMu	264729	species	36748	2	0	0.0
Pseudomonas savastanoi pv. phaseolicola 1448A	264730	leaf	6112448	303	1	0.0
Prevotella ruminicola 23	264731	leaf	3619559	216	163	0.0
Moorella thermoacetica ATCC 39073	264732	leaf	2628784	36	0	0.0
Methylobacillus flagellatus KT	265072	leaf	2971517	824	578	5.51722e-05
[Pseudomonas] mesoacidophila	265293	species	7840830	744	212	0.0
Ambystoma tigrinum virus	265294	species	106332	1	1	0.0
Mesoplasma florum L1	265311	leaf	793224	8	3	0.0
Rhodopirellula	265488	genus	7145576	1	0	0.0
Hyposoter fugitivus ichnovirus	265522	species	246092	14	6	0.0
Sulfurovum	265570	genus	0	4	0	0.0
Rhodopirellula baltica	265606	species	7145576	5	0	0.0
Vibrio ponticus	265668	species	4796932	277	171	1.42723e-05
Hydrogenovibrio thermophilus	265883	species	2612894	343	186	0.0
Mycobacterium pseudoshottsii	265949	species	6061597	5	0	0.0
Komagataeibacter saccharivorans	265959	species	7496168	737	368	0.0
Komagataeibacter nataicola	265960	species	3760301	444	230	0.0
Serinicoccus	265976	genus	3420275	80	0	0.0
Methylovorus glucosotrophus	266009	species	3082007	34	0	0.0
Rubrobacter xylanophilus DSM 9941	266117	leaf	3225748	455	265	0.0
Cupriavidus metallidurans CH34	266264	leaf	6913352	1311	75	0.0
Paraburkholderia xenovorans LB400	266265	leaf	19434089	2157	719	0.0
Chryseobacterium antarcticum	266748	species	3137220	218	154	0.0
Chryseobacterium jeonii	266749	species	3288745	260	170	0.0
Chelativorans sp. BNC1	266779	species	4935185	616	357	0.0
Sinorhizobium meliloti 1021	266834	leaf	6691694	21	0	0.0
Mesorhizobium japonicum MAFF 303099	266835	leaf	7596297	982	404	0.0
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	266940	leaf	4956672	779	520	0.0
Erythrobacter seohaensis	266951	species	2942673	624	395	6.21134e-05
Sphingopyxis granuli	267128	species	4679853	952	292	0.0
Lactobacillus zymae	267363	species	2734129	91	63	0.0
Pseudoalteromonas marina	267375	species	3441076	194	96	0.0
Methanococcus maripaludis S2	267377	leaf	1661137	41	22	0.0
Arsenicicoccus	267408	genus	0	16	0	0.0
Ralstonia solanacearum GMI1000	267608	leaf	5810922	98	1	0.0
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	267671	leaf	4627366	6	0	0.0
Cutibacterium acnes KPA171202	267747	leaf	2560265	13	0	0.0
Mycoplasma mobile 163K	267748	leaf	777079	83	69	0.0
Lactobacillus kefiranofaciens	267818	species	2335126	8	0	0.0
Nitrincola	267849	genus	0	13	0	0.0
Pseudoalteromonadaceae	267888	family	4529238	32	0	0.0
Colwelliaceae	267889	family	5373180	22	0	0.0
Shewanellaceae	267890	family	5140018	112	0	0.0
Moritellaceae	267891	family	4760425	3	0	0.0
Ferrimonadaceae	267892	family	4279159	10	0	0.0
Idiomarinaceae	267893	family	2839538	8	0	0.0
Psychromonadaceae	267894	family	4559598	3	0	0.0
Owenweeksia	267986	genus	4000057	15	0	0.0
Anticarsia gemmatalis multiple nucleopolyhedrovirus	268591	species	131855	2	0	0.0
Natronomonas moolapensis 8.8.11	268739	leaf	2912573	154	92	0.0
Prochlorococcus phage P-SSM2	268746	species	252401	374	330	0.0
Prochlorococcus phage P-SSM4	268747	species	178249	151	97	0.0
Prochlorococcus virus PSSP7	268748	species	45176	23	10	0.0
Synechococcus elongatus PCC 6301	269084	leaf	2696255	378	1	0.0
Sulfolobus turreted icosahedral virus 1	269145	species	17663	3	1	0.0
Nitratiruptor	269258	genus	0	6	0	0.0
Nitratifractor	269260	genus	2101285	3	0	0.0
Nitratifractor salsuginis	269261	species	2101285	13	0	0.0
Ehrlichia canis str. Jake	269484	leaf	1315030	99	41	0.0
Sporolactobacillus terrae	269673	species	9802794	273	11	0.0
Rhodospirillum rubrum ATCC 11170	269796	leaf	4406557	934	7	0.0
Methanosarcina barkeri str. Fusaro	269797	leaf	4873766	106	49	0.0
Cytophaga hutchinsonii ATCC 33406	269798	leaf	4433218	379	279	4.29654e-48
Geobacter metallireducens GS-15	269799	leaf	4011182	535	313	3.29484e-15
Thermobifida fusca YX	269800	leaf	3642249	349	230	0.0
Bacillus cereus G9241	269801	leaf	5720073	57	6	0.0
Methylobacterium aquaticum	270351	species	7557960	1513	722	0.0
Pseudomonas phage PaP2	270673	species	43783	3	2	0.0
Methylomicrobium alcaliphilum	271065	species	4796711	16	0	0.0
Shewanella sediminis	271097	species	5517674	5	0	0.0
Shewanella halifaxensis	271098	species	5226917	13	0	0.0
Bombyx mori nucleopolyhedrovirus	271108	species	128413	6	5	0.0
Burkholderia thailandensis E264	271848	leaf	13446071	94	0	0.0
Ochrobactrum quorumnocens	271865	species	5645291	493	267	0.0
Lactobacillus plantarum subsp. argentoratensis	271881	subspecies	3350338	29	1	0.0
Anabaena cylindrica PCC 7122	272123	leaf	7063285	243	174	0.0
Nostoc punctiforme	272131	species	9059191	4	0	0.0
Aggregatibacter actinomycetemcomitans HK1651	272556	leaf	2105503	89	4	0.0
Aeropyrum pernix K1	272557	leaf	1669696	26	25	0.0
Bacillus halodurans C-125	272558	leaf	4202352	114	14	0.0
Bacteroides fragilis NCTC 9343	272559	leaf	5241700	65	2	1.1427e-52
Burkholderia pseudomallei K96243	272560	leaf	14495161	8	0	0.0
Clostridium acetobutylicum ATCC 824	272562	leaf	4132880	188	0	0.0
Clostridioides difficile 630	272563	leaf	8572915	41	0	1.23082e-66
Desulfitobacterium hafniense DCB-2	272564	leaf	5279134	161	41	0.0
Geobacillus stearothermophilus 10	272567	leaf	3676494	60	10	0.0
Gluconacetobacter diazotrophicus PA1 5	272568	leaf	7914538	1026	276	0.0
Haloarcula marismortui ATCC 43049	272569	leaf	8459566	295	4	0.0
